bathrooms,bathroomsFull,bedrooms,fireplaceFeatures,fireplaces,garageSpaces,hasAttachedGarage,hasCarport,hasHeating,hasPetsAllowed,heating,homeType,id,latitude,laundryFeatures,livingArea,longitude,mortgageRates_arm5Rate,mortgageRates_fifteenYearFixedRate,mortgageRates_thirtyYearFixedRate,parkingFeatures,price,propertyTaxRate,schools,solarBuildFactor,solarClimateFactor,solarElectricityFactor,solarFactor,solarSunScore,specialListingConditions,streetAddress,taxAnnualAmount,taxAssessedValue,yearBuilt,zipcode
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Steam'],Cooperative,80755580,1926.0,['Ground Floor'],900.0,-122.4100570678711,2.189,2.15,2.6830000000000003,"['Detached', 'Side By Side', 'Side by Side', 'Other']",785000,0.0,"[{'distance': 0.3, 'name': 'Lau (Gordon J.) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 18, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06389&state=CA', 'type': 'Public', 'size': 695, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.8, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Standard,630 Mason St APT 802,8459.0,634600.0,1926.0,94108
2.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,"['Heat pump', 'Electric']",Condo,64969806,2002.0,"['Upper Floor', 'Washer / Dryer', 'Inside']",830.0,-122.41885375976562,2.189,2.15,2.6830000000000003,['Garage - Attached'],750000,0.67,"[{'distance': 1.6, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.6, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': 'Mission High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06411&state=CA', 'type': 'Public', 'size': 1099, 'totalCount': 1, 'isAssigned': True}]",76.0,6.62,5.02,2.8,87.64,Standard,140 S Van Ness Ave UNIT 405,10073.0,773936.0,2002.0,94103
1.0,1.0,3.0,"['Living Room', 'Gas Piped', 'Den']",2.0,0.0,True,False,True,True,"['Radiant Floor', 'Gas', 'Central']",Condo,15147205,1900.0,"['Inside Room', 'In Basement']",1443.0,-122.4300537109375,2.742,2.6919999999999997,3.055,"['Private', 'Inside Entrance', 'Garage Door Opener', 'Attached']",1795000,0.67,"[{'distance': 0.5, 'name': 'Alvarado Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06336&state=CA', 'type': 'Public', 'size': 515, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.2, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Mission High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06411&state=CA', 'type': 'Public', 'size': 1099, 'totalCount': 1, 'isAssigned': True}]",72.0,6.62,5.02,1.28,84.92,Standard,1046 Sanchez St,12218.0,955638.0,1900.0,94114
0.0,0.0,2.0,No information,0.0,0.0,False,False,False,False,No information,SingleFamily,2072166579,1906.0,No information,6820.0,-122.41212463378906,2.742,2.6919999999999997,3.055,[None],2600000,0.67,"[{'distance': 0.4, 'name': 'Garfield Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06370&state=CA', 'type': 'Public', 'size': 228, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.1, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",68.8,6.7,5.02,2.8,83.32,Standard,2237 Powell St #2241,18066.461693548386,1436531.3676767678,1906.0,94133
4.0,4.0,4.0,No information,0.0,0.0,False,False,True,False,"['Electric', 'Gas']",MultiFamily,2073927632,1900.0,"['Coin Operated', 'Common Area']",5967.0,-122.43193817138672,2.742,2.6919999999999997,3.055,['None'],3395000,0.67,"[{'distance': 0.1, 'name': 'Sanchez Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06428&state=CA', 'type': 'Public', 'size': 271, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.2, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Mission High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06411&state=CA', 'type': 'Public', 'size': 1099, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,1.28,92.92,Successor Trustee Sale,2261 Market St #2265,18066.461693548386,1436531.3676767678,1900.0,94114
1.0,1.0,0.0,No information,0.0,0.0,True,False,True,True,['Baseboard'],Condo,15148216,1991.0,['Laundry Closet'],432.0,-122.39054870605469,2.189,2.15,2.6830000000000003,"['Attached', 'Enclosed', 'Garage Door Opener', 'Interior Access', 'Side by Side', 'On Site - Mapped (Condo Only)', 'Driveway']",589000,0.67,"[{'distance': 1.7, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.5, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",72.8,6.73,5.02,2.8,87.34,Pending Litigation,201 Harrison St APT 401,6353.0,463578.0,1991.0,94105
2.0,2.0,1.0,['Living Room'],1.0,0.0,False,False,True,True,['Central'],Condo,80746401,1999.0,['Laundry Closet'],0.0,-122.40213775634766,2.742,2.6919999999999997,3.055,"['Assigned', 'Garage Door Opener', 'Side By Side', 'Side by Side', 'On Site']",1088000,0.67,"[{'distance': 0.5, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.1, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.2, 'name': 'S.F. International High School', 'rating': 2, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=25018&state=CA', 'type': 'Public', 'size': 297, 'totalCount': 1, 'isAssigned': True}]",78.4,6.62,5.02,2.8,90.04,Standard,370 De Haro St #B5,13997.0,1108960.0,1999.0,94103
1.0,1.0,1.0,No information,0.0,0.0,True,False,True,True,['Central'],Condo,184817588,2014.0,['Laundry Closet'],828.0,-122.4192886352539,2.189,2.15,2.6830000000000003,"['Assigned', 'Attached', 'Electric Vehicle Charging Station(s)', 'Interior Access', 'Mechanical Lift', 'Side By Side', 'Side by Side', 'On Site']",950000,0.67,"[{'distance': 1.1, 'name': 'Milk (Harvey) Civil Rights Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 14, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06408&state=CA', 'type': 'Public', 'size': 221, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,1.0,92.64,Standard,45 Bartlett St UNIT 217,11945.0,941917.0,2014.0,94110
1.0,1.0,0.0,No information,0.0,0.0,False,False,False,True,No information,Condo,82785247,1920.0,No information,353.0,-122.40769958496094,2.2119999999999997,2.026,2.687,['Other'],495000,0.67,"[{'distance': 0.2, 'name': 'Lau (Gordon J.) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 18, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06389&state=CA', 'type': 'Public', 'size': 695, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.9, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Standard,725 Pine St APT 206,6623.0,450368.0,1920.0,94108
1.0,1.0,1.0,"['Living Room', 'Wood Burning', 'Other']",1.0,0.0,False,False,False,True,No information,Condo,119684775,1900.0,['Laundry Closet'],850.0,-122.40706634521484,2.189,2.15,2.6830000000000003,"['Other', 'Driveway', 'Shared Driveway']",925000,0.67,"[{'distance': 0.4, 'name': 'Bryant Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 14, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06341&state=CA', 'type': 'Public', 'size': 223, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.4, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Downtown High School', 'rating': 1, 'level': 'High', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06359&state=CA', 'type': 'Public', 'size': 171, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,1.0,92.64,Standard,876 Potrero Ave,4728.0,339719.0,1900.0,94110
2.0,2.0,4.0,No information,0.0,0.0,False,False,True,False,['Gas'],MultiFamily,2076570881,1905.0,No information,1400.0,-122.43479919433594,2.189,2.15,2.6830000000000003,[None],989000,0.67,"[{'distance': 0.4, 'name': 'Cleveland Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 15, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06352&state=CA', 'type': 'Public', 'size': 346, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.4, 'name': 'Visitacion Valley Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 11, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06447&state=CA', 'type': 'Public', 'size': 375, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Balboa High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06340&state=CA', 'type': 'Public', 'size': 1217, 'totalCount': 1, 'isAssigned': True}]",72.8,6.62,5.02,0.88,85.32,Standard,646 Madrid St #648,18066.461693548386,1436531.3676767678,1905.0,94112
3.0,3.0,4.0,No information,0.0,0.0,False,False,True,False,['Forced air'],SingleFamily,2071360442,1998.0,['In Garage'],2178.0,-122.45121002197266,2.742,2.6919999999999997,3.055,['Garage - Attached'],1650000,0.67,"[{'distance': 0.3, 'name': 'Longfellow Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06396&state=CA', 'type': 'Public', 'size': 520, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Denman (James) Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 16, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06358&state=CA', 'type': 'Public', 'size': 835, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",65.6,6.62,5.02,0.88,78.12,Standard,850 Brunswick St #C,18066.461693548386,1436531.3676767678,1998.0,94112
4.0,3.0,3.0,['Living Room'],1.0,0.0,False,False,True,False,['Central'],Condo,15064559,1976.0,"['In Garage', 'Inside Room']",3746.0,-122.4193878173828,2.742,2.6919999999999997,3.055,"['Interior Access', 'Private', 'Side By Side', 'Tandem', 'On Site', 'Driveway']",5495000,0.67,"[{'distance': 0.2, 'name': 'Yick Wo Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '1-5', 'link': 'https://www.greatschools.org/school?id=06454&state=CA', 'type': 'Public', 'size': 239, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",80.0,6.7,5.02,2.8,94.52,Standard,2310 Hyde St #1,48079.0,3940936.0,1976.0,94109
3.0,3.0,5.0,['None'],0.0,1.0,True,False,True,False,"['Central', 'Solar']",SingleFamily,15192967,1941.0,"['220 Volt Outlet', 'Hookups Only']",2661.0,-122.46034240722656,2.742,2.6919999999999997,3.055,"['Garage Door Opener', 'Attached', 'Garage', 'Garage Faces Front']",1299000,0.67,"[{'distance': 0.1, 'name': 'Sheridan Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 15, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06431&state=CA', 'type': 'Public', 'size': 229, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Denman (James) Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 16, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06358&state=CA', 'type': 'Public', 'size': 835, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",8.0,6.62,5.02,0.88,20.52,Offer As Is,232 Minerva St,6683.0,502879.0,1941.0,94112
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Central'],Condo,241586382,2017.0,['Laundry Closet'],0.0,-122.4078140258789,2.189,2.15,2.6830000000000003,['Side By Side'],849000,0.67,"[{'distance': 0.6, 'name': 'Moscone (George R.) Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06413&state=CA', 'type': 'Public', 'size': 381, 'totalCount': 1, 'isAssigned': True}, {'distance': 4.1, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Downtown High School', 'rating': 1, 'level': 'High', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06359&state=CA', 'type': 'Public', 'size': 171, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,1.0,92.64,Standard,338 Potrero Ave UNIT 502,10779.0,840474.0,2017.0,94103
1.0,1.0,2.0,No information,0.0,0.0,False,False,False,True,No information,Condo,15068189,0.0,No information,1063.0,-122.40894317626952,2.189,2.15,2.6830000000000003,"['Side By Side', 'Side by Side', 'On Site - Lease Available (Condo Only)']",924000,0.67,"[{'distance': 0.1, 'name': 'Lau (Gordon J.) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 18, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06389&state=CA', 'type': 'Public', 'size': 695, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.8, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,93.64,Standard,850 Powell St APT 101,13160.0,1035197.0,0.0,94108
5.0,5.0,2.0,No information,0.0,1.0,True,False,True,False,['Other'],MultiFamily,2072070485,1963.0,['In Garage'],4340.0,-122.46279907226562,2.742,2.6919999999999997,3.055,['Attached'],2999000,0.67,"[{'distance': 0.5, 'name': 'Sutro Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06439&state=CA', 'type': 'Public', 'size': 262, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Roosevelt Middle School', 'rating': 9, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06427&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Wallenberg (Raoul) Traditional High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06449&state=CA', 'type': 'Public', 'size': 626, 'totalCount': 1, 'isAssigned': True}]",8.0,6.62,5.02,2.32,21.96,Offer As Is,159 4th Ave,35388.0,1436531.3676767678,1963.0,94118
3.0,3.0,4.0,No information,0.0,0.0,False,False,True,False,['Forced Air'],MultiFamily,325646180,1905.0,"['220 Volt Outlet', 'Dryer', 'Gas Dryer Hookup', 'Laundry Room', 'Washer']",1997.0,-122.41934967041016,2.742,2.6919999999999997,3.055,"['Off Street', 'No Garage']",1799000,0.67,"[{'distance': 0.3, 'name': 'Serra (Junipero) Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 15, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06429&state=CA', 'type': 'Public', 'size': 286, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.2, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.8, 'name': 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.', 'rating': 9, 'level': 'High', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06339&state=CA', 'type': 'Public', 'size': 795, 'totalCount': 17, 'isAssigned': True}]",70.4,6.62,5.02,1.0,83.04,Standard,218 Winfield St,5832.0,41558.0,1905.0,94110
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Electric'],Condo,82785871,2008.0,['Laundry Closet'],755.0,-122.41246032714844,2.189,2.15,2.6830000000000003,"['Interior Access', 'Side by Side', 'On Site - Lease Available (Condo Only)']",748000,0.67,"[{'distance': 1.5, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.2, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,90.84,Standard,1160 Mission St UNIT 803,9808.0,756066.0,2008.0,94103
2.0,2.0,2.0,No information,0.0,0.0,False,False,True,True,['Radiant'],Condo,15066353,1964.0,['Other'],1681.0,-122.41521453857422,2.742,2.6919999999999997,3.055,"['Garage Faces Front', 'Interior Access', 'Private', 'Side By Side', 'Side by Side', 'On Site', 'Driveway']",1849000,0.67,"[{'distance': 0.2, 'name': 'Yick Wo Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '1-5', 'link': 'https://www.greatschools.org/school?id=06454&state=CA', 'type': 'Public', 'size': 239, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,93.64,Standard,999 Green St APT 1104,18142.0,1510769.0,1964.0,94133
1.0,1.0,2.0,No information,0.0,0.0,False,False,False,False,No information,MultiFamily,2075614460,1904.0,No information,1490.0,-122.41699981689452,2.742,2.6919999999999997,3.055,[None],1395000,0.67,"[{'distance': 0.2, 'name': 'Chavez (Cesar) Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06348&state=CA', 'type': 'Public', 'size': 434, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",53.6,6.62,5.02,1.0,66.24,Standard,927 Capp St #929,18066.461693548386,1436531.3676767678,1904.0,94110
1.0,1.0,1.0,No information,0.0,0.0,False,False,False,True,No information,Condo,15068513,1978.0,No information,884.0,-122.41365051269531,2.189,2.15,2.6830000000000003,"['Assigned', 'Electric Vehicle Charging Station(s)', 'Interior Access', 'Side by Side', 'On Site']",998000,0.67,"[{'distance': 0.3, 'name': 'Redding Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06424&state=CA', 'type': 'Public', 'size': 240, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.5, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Standard,1177 California St APT 701,8877.0,674228.0,1978.0,94108
